time,UGRD_10maboveground,VGRD_10maboveground,DLWRF_surface,APCP_surface,precip_rate,TMP_2maboveground,SPFH_2maboveground,PRES_surface,DSWRF_surface
2024-02-15 13:00:00,-4.4889226,0.4367628,190.75946,0.0,0.0,267.72842,0.0016124555,101300.0,0.0
2024-02-15 14:00:00,-4.770785,1.9459335,193.98526,0.0,0.0,268.56558,0.0016041471,101300.0,0.0
2024-02-15 15:00:00,-0.1317403,-0.8742895,196.79329,0.0,0.0,270.5437,0.0017767568,101300.0,147.5851
2024-02-15 16:00:00,8.001377,-0.4294641,199.61795,0.0,0.0,273.32022,0.0019453688,101300.0,326.28918
2024-02-15 17:00:00,5.8244314,0.2824076,199.33661,0.0,0.0,274.64023,0.0019187403,101300.0,481.29468
2024-02-15 18:00:00,0.6153593,0.07958942,204.15746,0.0,0.0,276.07715,0.0019290044,101300.0,583.2295
2024-02-15 19:00:00,4.327749,1.1296765,205.12508,0.0,0.0,276.63998,0.0020726235,101300.0,629.2129
2024-02-15 20:00:00,6.5226035,1.2092036,206.85306,0.0,0.0,277.0415,0.001988008,101300.0,605.61115
2024-02-15 21:00:00,8.5022745,2.02508,208.78032,0.0,0.0,276.92416,0.0020079443,101300.0,530.65533
2024-02-15 22:00:00,7.0613966,1.6348119,212.76622,0.0,0.0,276.1572,0.0020479986,101300.0,379.4917
2024-02-15 23:00:00,7.05723,1.0583211,209.95021,0.0,0.0,274.51013,0.0024816312,101300.0,185.46501
2024-02-16 00:00:00,7.486234,0.3130692,204.7165,0.0,0.0,272.5581,0.0020142375,101300.0,86.497406
2024-02-16 01:00:00,-1.8642164,-0.02260716,200.07884,0.0,0.0,268.48062,0.002222547,101300.0,0.0
2024-02-16 02:00:00,5.8154845,-0.200246,196.52657,0.0,0.0,267.53592,0.0022192025,101300.0,0.0
2024-02-16 03:00:00,6.28313,-1.1540138,193.47432,0.0,0.0,267.3407,0.0022311646,101300.0,0.0
2024-02-16 04:00:00,0.6452359,-0.06260324,191.86052,0.0,0.0,267.99933,0.0020133257,101300.0,0.0
2024-02-16 05:00:00,-2.4350293,-0.4218383,191.72012,0.0,0.0,266.3934,0.002163828,101300.0,0.0
2024-02-16 06:00:00,-0.5924307,-3.5877728,190.17793,0.0,0.0,266.81442,0.002061476,101300.0,0.0
2024-02-16 07:00:00,-1.0251555,-1.6152155,191.76431,0.0,0.0,265.2312,0.002399182,101300.0,0.0
2024-02-16 08:00:00,-2.3162725,0.22067416,206.45499,0.0,0.0,264.98068,0.002526685,101300.0,0.0
2024-02-16 09:00:00,-1.6148574,0.87477016,202.13461,0.0,0.0,264.3499,0.0023280138,101300.0,0.0
2024-02-16 10:00:00,-1.829157,0.4999916,200.64908,0.0,0.0,263.62115,0.0020850361,101300.0,0.0
2024-02-16 11:00:00,-0.20412959,2.2962847,185.90512,0.0,0.0,263.41824,0.00194841,101300.0,0.0
2024-02-16 12:00:00,4.1293497,-1.1088706,180.26276,0.0,0.0,264.28424,0.0019266489,101300.0,0.0
2024-02-16 13:00:00,3.382826,-1.2201395,181.90982,0.0,0.0,264.2627,0.001985703,101300.0,0.0
2024-02-16 14:00:00,4.118966,-2.6838715,181.26164,0.0,0.0,264.4835,0.0018385419,101300.0,0.0
2024-02-16 15:00:00,0.5988126,0.24277532,178.91557,0.0,0.0,265.82443,0.0018498738,101300.0,154.63968
2024-02-16 16:00:00,-1.7307872,-0.3284395,187.1557,0.0,0.0,268.51505,0.0017549449,101300.0,337.3632
2024-02-16 17:00:00,3.8003862,-4.274632,200.1372,0.0,0.0,270.4582,0.001644842,101300.0,416.57834
2024-02-16 18:00:00,-0.39836165,-2.3742263,205.29555,0.0,0.0,271.50247,0.0020406875,101300.0,546.9454
2024-02-16 19:00:00,3.5821726,-4.1897573,195.48212,0.0,0.0,272.22546,0.001978783,101300.0,628.6967
2024-02-16 20:00:00,7.509533,-4.6796765,194.37029,0.0,0.0,272.4501,0.0019135007,101300.0,618.9256
2024-02-16 21:00:00,5.347802,-4.4235106,195.91705,0.0,0.0,272.24,0.0019209371,101300.0,528.1623
2024-02-16 22:00:00,2.2013671,-4.1219134,216.28375,0.0,0.0,272.06396,0.0019084467,101300.0,360.0599
2024-02-16 23:00:00,-1.627488,-1.1114627,227.57007,0.0,0.0,268.07068,0.0027611495,101300.0,162.11462
2024-02-17 00:00:00,-0.96697974,-1.404587,221.15332,0.0,0.0,265.9336,0.002601529,101300.0,65.040405
2024-02-17 01:00:00,-2.27726,-0.5150892,269.25497,0.0,0.0,261.73236,0.0019874196,101300.0,0.0
2024-02-17 02:00:00,-2.1040769,0.09623063,205.59756,0.0010975907,0.0010975907,259.7196,0.0016710927,101300.0,0.0
2024-02-17 03:00:00,-2.3810976,0.6825118,226.7457,0.34871954,0.34871954,259.78,0.0016762947,101300.0,0.0
2024-02-17 04:00:00,-1.9617618,-0.366003,223.96379,0.8513032,0.8513032,258.70007,0.0015207543,101300.0,0.0
2024-02-17 05:00:00,-1.4932842,0.79553276,236.60362,0.221565,0.221565,259.0504,0.0015646727,101300.0,0.0
2024-02-17 06:00:00,-2.0362644,-0.053924657,202.89955,0.0,0.0,257.19995,0.0013209447,101300.0,0.0
2024-02-17 07:00:00,-1.5461267,-0.35556504,180.71394,0.0,0.0,256.25793,0.0011641595,101300.0,0.0
2024-02-17 08:00:00,-0.96357864,0.07469314,185.22122,0.0,0.0,255.438,0.0011102847,101300.0,0.0
2024-02-17 09:00:00,0.48650956,1.0314431,175.17119,0.0,0.0,255.68802,0.0010745185,101300.0,0.0
2024-02-17 10:00:00,1.447959,0.30888912,168.0709,0.0,0.0,258.15186,0.0012149947,101300.0,0.0
2024-02-17 11:00:00,2.5148149,-0.995893,171.16397,0.0,0.0,257.9908,0.0010660377,101300.0,0.0
2024-02-17 12:00:00,1.3764061,0.42518568,165.5671,0.0,0.0,259.93915,0.0013266441,101300.0,0.0
2024-02-17 13:00:00,0.5652397,-0.26510713,165.71085,0.0,0.0,260.20056,0.0013869569,101300.0,0.0
2024-02-17 14:00:00,1.2706144,0.15940411,166.11896,0.0,0.0,260.09717,0.0012813836,101300.0,0.0
2024-02-17 15:00:00,1.0589685,-0.5260458,167.01122,0.0,0.0,262.14243,0.0013110671,101300.0,158.49675
2024-02-17 16:00:00,1.4062152,-1.1241145,162.97592,0.0,0.0,263.29034,0.0014250417,101300.0,343.3296
2024-02-17 17:00:00,-0.6869091,-1.521888,165.54901,0.0,0.0,265.84048,0.0014105032,101300.0,501.72064
2024-02-17 18:00:00,-0.78634673,-1.6711062,168.18266,0.0,0.0,267.5332,0.0014725594,101300.0,608.9882
2024-02-17 19:00:00,0.31765202,-1.5610573,170.28806,0.0,0.0,268.70584,0.0012436443,101300.0,654.5348
2024-02-17 20:00:00,-1.5482996,-1.4546286,176.71474,0.0,0.0,269.72375,0.0013857746,101300.0,630.4274
2024-02-17 21:00:00,-1.2955122,-1.8619496,182.96973,0.0,0.0,270.1745,0.0017937114,101300.0,543.307
2024-02-17 22:00:00,-2.073198,-1.4051183,187.8249,0.0,0.0,269.8932,0.0021324751,101300.0,400.20557
2024-02-17 23:00:00,1.7053901,-1.2071178,188.1408,0.0,0.0,270.5858,0.0021133102,101300.0,205.44675
2024-02-18 00:00:00,0.5380002,-1.3227082,183.15652,0.0,0.0,270.0186,0.0017723894,101300.0,98.37812
2024-02-18 01:00:00,0.76474464,-0.15945578,178.4407,0.0,0.0,267.48587,0.0016781263,101300.0,0.0
2024-02-18 02:00:00,1.3168336,0.44343016,169.95384,0.0,0.0,266.79886,0.0010849561,101300.0,0.0
2024-02-18 03:00:00,0.3786591,-0.24160807,170.95325,0.0,0.0,266.9991,0.0008801618,101300.0,0.0
2024-02-18 04:00:00,0.64453703,0.12617935,167.38928,0.0,0.0,267.22482,0.00060395274,101300.0,0.0
2024-02-18 05:00:00,-0.49542558,0.4413494,166.98634,0.0,0.0,267.32202,0.0005500858,101300.0,0.0
2024-02-18 06:00:00,-1.3952916,1.0643677,166.16426,0.0,0.0,267.51822,0.00044433353,101300.0,0.0
2024-02-18 07:00:00,-0.30795038,1.3977757,164.35364,0.0,0.0,267.3188,0.0003968313,101300.0,0.0
2024-02-18 08:00:00,-1.32973,1.9682382,164.8485,0.0,0.0,267.22314,0.00038316246,101300.0,0.0
2024-02-18 09:00:00,0.6460556,1.8529909,164.26723,0.0,0.0,267.34863,0.00034230284,101300.0,0.0
2024-02-18 10:00:00,-0.94525486,1.5887744,164.10794,0.0,0.0,267.34674,0.0003355218,101300.0,0.0
2024-02-18 11:00:00,-0.4930378,1.3724622,163.53127,0.0,0.0,267.57977,0.00032555862,101300.0,0.0
2024-02-18 12:00:00,0.79456425,1.6847273,164.57285,0.0,0.0,267.94238,0.0003189519,101300.0,0.0
2024-02-18 13:00:00,1.017439,0.8040182,164.89862,0.0,0.0,267.9135,0.00034987877,101300.0,0.0
2024-02-18 14:00:00,3.5140445,2.5384688,161.51128,0.0,0.0,267.38947,0.0003497979,101300.0,0.0
2024-02-18 15:00:00,2.7893279,1.1136421,163.40105,0.0,0.0,269.2756,0.00031814724,101300.0,170.85689
2024-02-18 16:00:00,0.1372503,1.2529083,161.82094,0.0,0.0,270.7032,0.0003745116,101300.0,359.49753
2024-02-18 17:00:00,1.1610824,0.73489076,171.89948,0.0,0.0,273.94373,0.0004901051,101300.0,501.8207
2024-02-18 18:00:00,-1.3252891,-0.6638081,186.84552,0.0,0.0,275.5935,0.00071064173,101300.0,608.645
2024-02-18 19:00:00,1.9474663,-1.7443752,206.09198,0.0,0.0,276.85864,0.0016225267,101300.0,641.4834
2024-02-18 20:00:00,5.580778,-1.3159299,229.57538,0.0,0.0,276.18604,0.0019339081,101300.0,591.2756
2024-02-18 21:00:00,5.7346334,-1.4743826,270.38428,0.0,0.0,275.04486,0.0021277142,101300.0,387.75333
2024-02-18 22:00:00,4.628835,-0.25293922,262.30103,0.0,0.0,274.48572,0.00221757,101300.0,270.22458
2024-02-18 23:00:00,2.1455607,3.412122,270.9252,0.0,0.0,274.11096,0.0024864974,101300.0,109.35278
