time,UGRD_10maboveground,VGRD_10maboveground,DLWRF_surface,APCP_surface,precip_rate,TMP_2maboveground,SPFH_2maboveground,PRES_surface,DSWRF_surface
2024-02-15 13:00:00,15.96245,-2.7853558,176.42978,0.0,0.0,267.08548,0.0018160709,101300.0,0.0
2024-02-15 14:00:00,15.122711,-2.550648,179.10243,0.0,0.0,267.41483,0.0018151697,101300.0,0.0
2024-02-15 15:00:00,14.101715,-2.4577262,181.72658,0.0,0.0,268.742,0.0020164864,101300.0,242.53738
2024-02-15 16:00:00,15.029661,-0.9807923,184.54193,0.0,0.0,269.78668,0.0021257123,101300.0,507.43027
2024-02-15 17:00:00,14.878369,0.44610998,183.83015,0.0,0.0,270.72867,0.002234423,101300.0,718.8541
2024-02-15 18:00:00,14.470691,1.2986571,185.70485,0.0,0.0,272.01904,0.0023347875,101300.0,848.5184
2024-02-15 19:00:00,14.420149,0.49001083,188.23561,0.0,0.0,272.23627,0.0024137108,101300.0,891.8326
2024-02-15 20:00:00,12.458968,1.8769923,191.12807,0.0,0.0,272.95468,0.0023678138,101300.0,851.2981
2024-02-15 21:00:00,8.759137,1.8184952,197.27571,0.0,0.0,273.62894,0.0023566969,101300.0,728.58997
2024-02-15 22:00:00,7.531818,2.9622717,200.05318,0.0,0.0,272.79193,0.0024186051,101300.0,540.5292
2024-02-15 23:00:00,7.833512,1.5913391,199.12178,0.0,0.0,271.03366,0.0027493788,101300.0,283.8413
2024-02-16 00:00:00,9.646166,0.16728196,189.42845,0.0,0.0,268.91168,0.0022415994,101300.0,92.19044
2024-02-16 01:00:00,10.014827,-1.5689598,182.4398,0.0,0.0,266.03125,0.002155327,101300.0,0.0
2024-02-16 02:00:00,10.029135,-3.4997578,183.13734,0.0,0.0,265.36682,0.002084304,101300.0,0.0
2024-02-16 03:00:00,8.957403,-4.004145,179.22572,0.0,0.0,265.07538,0.0021193905,101300.0,0.0
2024-02-16 04:00:00,8.241203,-2.3032181,173.43567,0.0,0.0,264.73666,0.0021352158,101300.0,0.0
2024-02-16 05:00:00,-0.59201354,1.1629905,169.98601,0.0,0.0,263.52127,0.0017090233,101300.0,0.0
2024-02-16 06:00:00,-3.3244653,-0.9053149,175.04216,0.0,0.0,263.86777,0.0017167233,101300.0,0.0
2024-02-16 07:00:00,-2.4224272,-2.3297427,175.18236,0.0,0.0,263.81802,0.0019477952,101300.0,0.0
2024-02-16 08:00:00,-1.4353635,-2.4690228,169.69415,0.0,0.0,262.4117,0.0018988701,101300.0,0.0
2024-02-16 09:00:00,-2.900695,0.31800354,170.20157,0.0,0.0,262.203,0.0019221397,101300.0,0.0
2024-02-16 10:00:00,-0.014718801,1.2336892,188.61794,0.0,0.0,261.18292,0.0018696265,101300.0,0.0
2024-02-16 11:00:00,0.85950446,-0.42359766,170.6752,0.0,0.0,261.523,0.0016711839,101300.0,0.0
2024-02-16 12:00:00,8.536726,-3.8637362,166.37415,0.0,0.0,263.1206,0.001678757,101300.0,0.0
2024-02-16 13:00:00,7.8894935,-4.640459,168.59462,0.0,0.0,263.57465,0.0017143688,101300.0,0.0
2024-02-16 14:00:00,8.580937,-5.3406515,168.4984,0.0,0.0,263.58694,0.0016519112,101300.0,0.0
2024-02-16 15:00:00,10.679071,-5.362581,167.17299,0.0,0.0,264.74063,0.0015704905,101300.0,251.48181
2024-02-16 16:00:00,8.572749,-3.3948343,171.95337,0.0,0.0,267.3589,0.0014764038,101300.0,526.3449
2024-02-16 17:00:00,9.34144,-5.240135,172.31462,0.0,0.0,267.5841,0.001636672,101300.0,720.46643
2024-02-16 18:00:00,6.9255033,-3.7058616,177.14558,0.0,0.0,269.12656,0.0019318955,101300.0,853.98895
2024-02-16 19:00:00,8.544818,-5.3151875,175.26889,0.0,0.0,268.89822,0.0021248662,101300.0,905.4863
