time,UGRD_10maboveground,VGRD_10maboveground,DLWRF_surface,APCP_surface,precip_rate,TMP_2maboveground,SPFH_2maboveground,PRES_surface,DSWRF_surface
2024-02-15 13:00:00,6.5465016,2.6430345,167.6133,0.0,0.0,260.00354,0.0015375197,101300.0,0.0
2024-02-15 14:00:00,9.587282,-1.1600276,169.3262,0.0,0.0,260.79752,0.0016610445,101300.0,0.0
2024-02-15 15:00:00,9.598885,-2.8932538,171.20233,0.0,0.0,262.0909,0.0019178883,101300.0,200.87793
2024-02-15 16:00:00,10.922176,-2.4115608,174.2949,0.0,0.0,264.61707,0.002174882,101300.0,429.57657
2024-02-15 17:00:00,10.440854,-0.98768723,176.79082,0.0,0.0,265.6444,0.0023623635,101300.0,619.7022
2024-02-15 18:00:00,10.486433,-0.26148596,180.74385,0.0,0.0,266.81604,0.0024659925,101300.0,756.9161
2024-02-15 19:00:00,11.150178,0.93400353,203.56134,0.0,0.0,267.23816,0.0025411383,101300.0,778.79755
2024-02-15 20:00:00,8.023551,2.0383818,200.28474,0.0,0.0,267.6913,0.0024695708,101300.0,737.2179
2024-02-15 21:00:00,9.142326,3.1272488,255.15999,0.0,0.0,267.76605,0.0024268345,101300.0,290.07855
2024-02-15 22:00:00,9.1060705,2.8973174,263.8973,0.0,0.0,266.84885,0.00264827,101300.0,272.0573
2024-02-15 23:00:00,9.958075,0.5840542,260.31445,0.0,0.0,265.88992,0.002724223,101300.0,195.53752
2024-02-16 00:00:00,8.221097,0.6022731,253.84322,0.0,0.0,264.42917,0.0024258676,101300.0,61.385685
2024-02-16 01:00:00,7.1899085,-2.580594,192.1405,0.5796937,0.5796937,262.29865,0.0021880118,101300.0,0.0
2024-02-16 02:00:00,7.261974,-4.7144732,183.9185,0.0,0.0,261.01395,0.0019672993,101300.0,0.0
2024-02-16 03:00:00,5.2909465,-2.7641172,192.05374,0.0,0.0,260.38574,0.0019029396,101300.0,0.0
2024-02-16 04:00:00,7.297517,-0.03843499,182.04056,0.0,0.0,260.14728,0.0018597589,101300.0,0.0
2024-02-16 05:00:00,8.122525,-5.1689816,168.66646,0.0,0.0,259.46863,0.0017148358,101300.0,0.0
2024-02-16 06:00:00,6.189964,-5.1906004,164.65129,0.0,0.0,259.627,0.0016763603,101300.0,0.0
2024-02-16 07:00:00,5.429495,-6.9512606,156.53658,0.0,0.0,259.39948,0.0014826235,101300.0,0.0
2024-02-16 08:00:00,5.1780477,-5.625807,155.1061,0.0,0.0,258.78732,0.0015017833,101300.0,0.0
2024-02-16 09:00:00,6.6192827,-6.415245,154.16513,0.0,0.0,258.27585,0.0014421176,101300.0,0.0
2024-02-16 10:00:00,6.7470636,-6.4284577,153.06563,0.0,0.0,258.2102,0.0014340373,101300.0,0.0
