time,UGRD_10maboveground,VGRD_10maboveground,DLWRF_surface,APCP_surface,precip_rate,TMP_2maboveground,SPFH_2maboveground,DSWRF_surface,PRES_surface
2023-12-27 13:00:00,4.304708,-2.815438,223.44203,0.0,0.0,262.60983,67909.11,0.0,101300.0
2023-12-27 14:00:00,3.478875,-2.8266041,238.79211,0.0,0.0,263.37888,67928.375,0.0,101300.0
2023-12-27 15:00:00,3.675938,-3.0952084,231.42787,0.0,0.0,263.76276,67912.9,38.60407,101300.0
2023-12-27 16:00:00,3.4929993,-4.6809373,236.32404,0.0,0.0,264.50876,67907.086,150.62383,101300.0
2023-12-27 17:00:00,4.411437,-5.8969383,219.63605,0.0,0.0,265.03043,67920.04,309.17316,101300.0
2023-12-27 18:00:00,4.412376,-5.949209,233.95349,0.0,0.0,265.1486,67977.48,352.6914,101300.0
2023-12-27 19:00:00,3.4155424,-6.3275833,174.5465,0.0,0.0,267.3373,67947.77,526.3774,101300.0
2023-12-27 20:00:00,2.8918126,-5.512667,225.15489,0.0,0.0,267.01755,67907.97,362.31863,101300.0
2023-12-27 21:00:00,2.557687,-5.370791,193.38902,0.0,0.0,266.8827,67907.8,343.7808,101300.0
2023-12-27 22:00:00,1.1869376,-4.027292,178.69011,0.0,0.0,266.2161,67963.914,200.44212,101300.0
2023-12-27 23:00:00,2.9960206,-2.0915625,172.40877,0.0,0.0,265.30002,67946.28,108.511055,101300.0
2023-12-28 00:00:00,3.1057084,0.07741666,169.08421,0.0,0.0,263.6756,67952.77,0.0,101300.0
2023-12-28 01:00:00,3.965729,-0.072458446,169.09244,0.0,0.0,261.99915,68091.21,0.0,101300.0
2023-12-28 02:00:00,3.1787498,0.83404166,164.58595,0.0,0.0,261.99146,68136.4,0.0,101300.0
2023-12-28 03:00:00,4.232042,-0.3755209,167.59323,0.0,0.0,261.96228,68073.15,0.0,101300.0
2023-12-28 04:00:00,3.811834,0.41268745,162.91008,0.0,0.0,262.12247,68026.38,0.0,101300.0
2023-12-28 05:00:00,3.778979,0.50174993,160.10194,0.0,0.0,261.9225,68049.92,0.0,101300.0
2023-12-28 06:00:00,4.5142922,0.33408332,158.3742,0.0,0.0,261.88397,68057.54,0.0,101300.0
2023-12-28 07:00:00,3.9832294,0.27412495,158.21669,0.0,0.0,262.26126,68061.945,0.0,101300.0
2023-12-28 08:00:00,4.2747912,0.43599987,164.26768,0.0,0.0,262.1956,68083.07,0.0,101300.0
2023-12-28 09:00:00,3.8320427,0.085041605,161.3221,0.0,0.0,262.40063,68050.445,0.0,101300.0
2023-12-28 10:00:00,3.0933542,0.14547916,162.42842,0.0,0.0,262.93396,68041.43,0.0,101300.0
2023-12-28 11:00:00,3.4072711,0.53660434,161.18251,0.0,0.0,263.38065,68019.66,0.0,101300.0
2023-12-28 12:00:00,2.9694166,-0.36712503,167.30908,0.0,0.0,263.3304,68016.086,0.0,101300.0
2023-12-28 13:00:00,3.54875,-0.41631255,165.79517,0.0,0.0,263.32376,68088.52,0.0,101300.0
2023-12-28 14:00:00,3.167229,-0.2619373,168.08905,0.0,0.0,263.2144,68086.58,0.0,101300.0
2023-12-28 15:00:00,2.662875,-0.2672082,170.34761,0.0,0.0,263.402,68066.25,75.29494,101300.0
2023-12-28 16:00:00,2.4887295,-0.08097928,170.86113,0.0,0.0,265.47,68219.42,256.69217,101300.0
2023-12-28 17:00:00,2.8603754,-3.2330627,171.15742,0.0,0.0,267.22714,68212.57,410.22998,101300.0
2023-12-28 18:00:00,2.401333,-2.9445,175.27968,0.0,0.0,269.20728,68206.63,503.6398,101300.0
2023-12-28 19:00:00,3.1715622,-3.5158339,175.0179,0.0,0.0,270.2596,68212.37,531.6532,101300.0
2023-12-28 20:00:00,1.8841457,-4.8878336,174.29077,0.0,0.0,270.6927,68232.02,489.88818,101300.0
2023-12-28 21:00:00,1.5942086,-5.663729,175.7127,0.0,0.0,270.5613,68209.31,376.20984,101300.0
2023-12-28 22:00:00,1.8194166,-5.7220426,174.61644,0.0,0.0,270.38168,68208.77,206.16743,101300.0
2023-12-28 23:00:00,2.1852496,-5.7931876,176.53001,0.0,0.0,269.55957,68240.305,113.1227,101300.0
2023-12-29 00:00:00,1.5495836,-4.144313,175.54797,0.0,0.0,267.03497,68251.26,0.0,101300.0
2023-12-29 01:00:00,1.8401251,-2.1624792,175.57556,0.0,0.0,266.44583,68314.24,0.0,101300.0
2023-12-29 02:00:00,2.4637501,-2.4287293,176.0255,0.0,0.0,265.87415,68376.45,0.0,101300.0
2023-12-29 03:00:00,2.3410835,-0.010833387,173.16048,0.0,0.0,265.4304,68330.81,0.0,101300.0
2023-12-29 04:00:00,2.1956875,0.36549997,169.27002,0.0,0.0,265.61984,68396.77,0.0,101300.0
2023-12-29 05:00:00,2.445292,0.9465621,171.6923,0.0,0.0,265.5273,68344.414,0.0,101300.0
2023-12-29 06:00:00,3.0414164,0.79410404,174.64433,0.0,0.0,265.4727,68364.625,0.0,101300.0
2023-12-29 07:00:00,3.5187912,0.49097905,172.66974,0.0,0.0,265.5273,68365.77,0.0,101300.0
2023-12-29 08:00:00,3.637084,0.5968959,172.67493,0.0,0.0,265.631,68405.82,0.0,101300.0
2023-12-29 09:00:00,3.614542,0.21285403,172.16582,0.0,0.0,265.30063,68407.98,0.0,101300.0
2023-12-29 10:00:00,3.7954378,-0.9584792,174.29506,0.0,0.0,264.96622,68435.94,0.0,101300.0
2023-12-29 11:00:00,4.268896,-0.48731247,171.86464,0.0,0.0,265.31503,68401.14,0.0,101300.0
2023-12-29 12:00:00,4.609313,-0.22043759,172.27692,0.0,0.0,265.2302,68437.04,0.0,101300.0
2023-12-29 13:00:00,4.960708,-0.6591875,173.70561,0.0,0.0,265.21667,68454.555,0.0,101300.0
2023-12-29 14:00:00,5.0530844,-0.22437494,173.49261,0.0,0.0,264.9725,68445.63,0.0,101300.0
2023-12-29 15:00:00,5.2513547,-0.9284582,175.59248,0.0,0.0,265.48022,68426.195,74.55323,101300.0
2023-12-29 16:00:00,3.965937,-1.0962709,174.59949,0.0,0.0,267.9596,68418.87,257.96124,101300.0
2023-12-29 17:00:00,4.3781033,-1.8437294,177.3444,0.0,0.0,270.6556,68442.47,411.68155,101300.0
2023-12-29 18:00:00,5.0403957,-2.8652503,176.73145,0.0,0.0,271.5811,68460.1,507.3916,101300.0
2023-12-29 19:00:00,5.170146,-2.9535828,179.43913,0.0,0.0,272.38773,68406.414,533.7411,101300.0
