time,UGRD_10maboveground,VGRD_10maboveground,DLWRF_surface,APCP_surface,precip_rate,TMP_2maboveground,SPFH_2maboveground,DSWRF_surface,PRES_surface
2023-12-27 13:00:00,3.6154547,-4.529091,284.6078,0.0,0.0,271.97092,74437.914,0.0,101300.0
2023-12-27 14:00:00,3.471273,-4.079636,209.83682,0.0,0.0,270.89636,74495.33,0.0,101300.0
2023-12-27 15:00:00,2.0808182,-3.5254548,223.5528,0.0,0.0,271.6091,74466.5,62.081276,101300.0
2023-12-27 16:00:00,3.0385454,-3.6249087,233.57916,0.0,0.0,272.27182,74498.49,194.55719,101300.0
2023-12-27 17:00:00,2.8515453,-4.4835453,267.57928,0.0,0.0,272.79364,74507.49,217.0111,101300.0
2023-12-27 18:00:00,4.0976367,-4.086636,274.20853,0.0,0.0,272.64636,74553.805,249.13019,101300.0
2023-12-27 19:00:00,1.9378182,-5.514181,203.7996,0.0,0.0,274.1582,74518.98,446.52655,101300.0
2023-12-27 20:00:00,-3.3432724,-3.8740911,218.09772,0.0,0.0,274.31003,74471.055,368.65973,101300.0
2023-12-27 21:00:00,-3.8132727,-3.8943636,217.2881,0.0,0.0,273.97092,74464.13,246.09108,101300.0
2023-12-27 22:00:00,-2.8365455,-4.2948184,201.58383,0.0,0.0,273.3145,74498.53,69.25754,101300.0
2023-12-27 23:00:00,0.3393636,-3.5402725,209.4409,0.0,0.0,272.64453,74523.75,90.82464,101300.0
2023-12-28 00:00:00,0.67127275,-3.4621818,200.39609,0.0,0.0,270.7036,74512.16,0.0,101300.0
2023-12-28 01:00:00,0.3069091,-1.2656362,196.93256,0.0,0.0,268.87,74659.984,0.0,101300.0
2023-12-28 02:00:00,0.46454552,-2.0535457,192.88283,0.0,0.0,268.18182,74678.586,0.0,101300.0
2023-12-28 03:00:00,1.388,1.791909,193.38173,0.0,0.0,267.41092,74624.68,0.0,101300.0
2023-12-28 04:00:00,2.6948183,-2.696,191.26436,0.0,0.0,267.82092,74525.24,0.0,101300.0
2023-12-28 05:00:00,2.6964548,-3.0187273,184.63763,0.0,0.0,267.8727,74579.62,0.0,101300.0
2023-12-28 06:00:00,3.3406363,-2.9869998,182.76512,0.0,0.0,268.49817,74554.51,0.0,101300.0
2023-12-28 07:00:00,3.2925453,-3.7499094,187.92271,0.0,0.0,268.81818,74560.59,0.0,101300.0
2023-12-28 08:00:00,3.2955453,-2.6250002,186.50629,0.0,0.0,268.6973,74536.44,0.0,101300.0
2023-12-28 09:00:00,3.185182,-2.6873636,182.88972,0.0,0.0,268.66272,74537.555,0.0,101300.0
2023-12-28 10:00:00,2.9926367,-3.1673636,186.47173,0.0,0.0,268.96725,74508.68,0.0,101300.0
