time,UGRD_10maboveground,VGRD_10maboveground,DLWRF_surface,APCP_surface,precip_rate,TMP_2maboveground,SPFH_2maboveground,DSWRF_surface,PRES_surface
2023-12-27 13:00:00,5.4337726,-5.271182,213.36224,0.0,0.0,267.47272,72814.76,0.0,101300.0
2023-12-27 14:00:00,4.7954545,-4.8306813,194.76959,0.0,0.0,267.1973,72854.984,0.0,101300.0
2023-12-27 15:00:00,4.5915904,-4.7243185,195.04472,0.0,0.0,267.9468,72827.0,83.53185,101300.0
2023-12-27 16:00:00,4.922,-4.7271366,201.40497,0.0,0.0,268.37546,72858.52,257.56287,101300.0
2023-12-27 17:00:00,5.8762736,-5.9638643,205.85907,0.0,0.0,269.45728,72857.42,379.52307,101300.0
2023-12-27 18:00:00,5.7319098,-7.1352277,206.0967,0.0,0.0,270.49094,72907.805,475.6292,101300.0
2023-12-27 19:00:00,4.3507276,-6.391136,192.84306,0.0,0.0,271.6191,72878.414,527.6443,101300.0
2023-12-27 20:00:00,4.175864,-5.0587726,202.02792,0.0,0.0,271.88046,72842.49,478.08224,101300.0
2023-12-27 21:00:00,2.3993635,-4.797954,199.44989,0.0,0.0,272.34363,72831.375,370.77628,101300.0
2023-12-27 22:00:00,1.2051364,-3.8035905,194.62846,0.0,0.0,271.82092,72879.47,193.34132,101300.0
2023-12-27 23:00:00,2.927182,-4.5612726,190.22906,0.0,0.0,270.2114,72878.99,97.128914,101300.0
2023-12-28 00:00:00,1.638773,-0.6978182,185.32278,0.0,0.0,268.09274,72888.45,0.0,101300.0
2023-12-28 01:00:00,2.5626364,0.40877283,185.7476,0.0,0.0,266.91772,73019.32,0.0,101300.0
2023-12-28 02:00:00,2.8409095,-0.97768176,181.17128,0.0,0.0,266.36908,73043.16,0.0,101300.0
2023-12-28 03:00:00,3.0849998,0.844091,180.97987,0.0,0.0,266.11136,72993.45,0.0,101300.0
2023-12-28 04:00:00,3.5370002,0.23436366,177.96202,0.0,0.0,266.0977,72900.6,0.0,101300.0
2023-12-28 05:00:00,3.294636,-1.7235909,172.95216,0.0,0.0,266.00223,72933.94,0.0,101300.0
2023-12-28 06:00:00,4.104364,-2.9996367,170.38376,0.0,0.0,266.11133,72899.68,0.0,101300.0
2023-12-28 07:00:00,3.685818,-2.8869545,177.37096,0.0,0.0,266.32907,72905.016,0.0,101300.0
2023-12-28 08:00:00,4.334727,-1.4242272,175.5371,0.0,0.0,266.3809,72902.63,0.0,101300.0
2023-12-28 09:00:00,3.8759089,-0.22718182,175.11801,0.0,0.0,266.26273,72889.05,0.0,101300.0
2023-12-28 10:00:00,3.8814087,-1.0037727,177.76978,0.0,0.0,267.0859,72859.34,0.0,101300.0
2023-12-28 11:00:00,3.9311357,-4.363909,176.34122,0.0,0.0,268.23364,72824.14,0.0,101300.0
2023-12-28 12:00:00,3.967909,-3.7628183,180.54616,0.0,0.0,268.0923,72852.26,0.0,101300.0
2023-12-28 13:00:00,4.7909093,-4.993363,180.93045,0.0,0.0,268.34683,72903.23,0.0,101300.0
2023-12-28 14:00:00,4.4882727,-4.935591,184.34364,0.0,0.0,268.39728,72913.41,0.0,101300.0
2023-12-28 15:00:00,3.795909,-4.115455,184.30809,0.0,0.0,268.65,72877.03,88.67236,101300.0
2023-12-28 16:00:00,3.067318,-3.215864,186.86679,0.0,0.0,270.80087,73069.45,273.90674,101300.0
2023-12-28 17:00:00,4.4546356,-7.191182,185.18959,0.0,0.0,272.95956,73030.18,424.3276,101300.0
2023-12-28 18:00:00,3.3653638,-5.9729095,190.2776,0.0,0.0,274.48773,72995.27,513.347,101300.0
2023-12-28 19:00:00,3.3193178,-5.9846816,192.67563,0.0,0.0,275.1091,73023.53,537.9653,101300.0
2023-12-28 20:00:00,1.6658181,-5.372045,192.23183,0.0,0.0,275.5386,73068.61,496.1715,101300.0
2023-12-28 21:00:00,0.421,-3.6469092,192.89333,0.0,0.0,275.72818,73093.945,386.1622,101300.0
2023-12-28 22:00:00,2.010682,-4.464637,196.33711,0.0,0.0,275.26865,73079.08,200.24472,101300.0
2023-12-28 23:00:00,1.7887272,-3.871864,196.02628,0.0,0.0,274.3968,73126.57,99.972855,101300.0
2023-12-29 00:00:00,1.4222727,-1.7854546,194.15065,0.0,0.0,271.33044,73160.3,0.0,101300.0
2023-12-29 01:00:00,2.0800002,-3.0277727,192.61914,0.0,0.0,270.58005,73197.18,0.0,101300.0
2023-12-29 02:00:00,2.817409,-3.2364547,191.53378,0.0,0.0,270.38092,73257.266,0.0,101300.0
2023-12-29 03:00:00,2.7646818,-3.094591,189.62143,0.0,0.0,270.12186,73230.05,0.0,101300.0
2023-12-29 04:00:00,3.6404555,-3.5075905,185.33688,0.0,0.0,269.91135,73285.305,0.0,101300.0
2023-12-29 05:00:00,3.369773,-3.2963638,186.65761,0.0,0.0,269.6341,73232.72,0.0,101300.0
2023-12-29 06:00:00,3.2864547,-3.0607727,189.89772,0.0,0.0,269.5404,73258.73,0.0,101300.0
