time,UGRD_10maboveground,VGRD_10maboveground,DLWRF_surface,APCP_surface,precip_rate,TMP_2maboveground,SPFH_2maboveground,DSWRF_surface,PRES_surface
2023-12-27 13:00:00,0.18391661,0.04391666,255.83409,0.0,0.0,263.63583,69399.11,0.0,101300.0
2023-12-27 14:00:00,-0.4095,-1.205,250.14522,0.0,0.0,263.83585,69420.48,0.0,101300.0
2023-12-27 15:00:00,0.517,-0.41375002,205.01707,0.0,0.0,263.9258,69394.73,32.1025,101300.0
2023-12-27 16:00:00,0.29133332,-2.2363331,232.46484,0.0,0.0,265.74167,69419.68,114.048,101300.0
2023-12-27 17:00:00,2.8685,-4.9650836,196.99292,0.0,0.0,266.86917,69420.21,295.85367,101300.0
2023-12-27 18:00:00,2.904667,-4.097417,220.78609,0.0,0.0,267.32666,69500.35,352.28723,101300.0
2023-12-27 19:00:00,2.4138334,-5.41425,181.09827,0.0,0.0,269.14334,69450.93,496.13162,101300.0
2023-12-27 20:00:00,2.3326666,-5.128166,194.40593,0.0,0.0,268.9792,69411.45,475.57767,101300.0
2023-12-27 21:00:00,2.250167,-5.8151665,188.06349,0.0,0.0,268.8633,69389.484,438.28516,101300.0
2023-12-27 22:00:00,1.8665832,-4.374167,187.61084,0.0,0.0,268.35416,69439.03,315.24643,101300.0
2023-12-27 23:00:00,2.6169167,-3.1858332,181.35767,0.0,0.0,267.05832,69444.44,113.55417,101300.0
2023-12-28 00:00:00,2.3455832,-1.7344999,179.48442,0.0,0.0,265.17667,69445.875,0.0,101300.0
2023-12-28 01:00:00,2.91125,-1.4454168,178.38208,0.0,0.0,263.89417,69566.74,0.0,101300.0
2023-12-28 02:00:00,2.6684167,-0.94483346,174.48235,0.0,0.0,263.33667,69621.63,0.0,101300.0
2023-12-28 03:00:00,2.4216664,-1.1831666,178.51042,0.0,0.0,263.17163,69548.195,0.0,101300.0
2023-12-28 04:00:00,1.3322501,-1.9289168,173.21425,0.0,0.0,263.35416,69518.65,0.0,101300.0
2023-12-28 05:00:00,1.3536667,-1.1493334,168.02225,0.0,0.0,263.1125,69543.29,0.0,101300.0
2023-12-28 06:00:00,2.7062502,-1.4039167,166.18684,0.0,0.0,262.9575,69541.31,0.0,101300.0
2023-12-28 07:00:00,1.5990833,-1.29775,163.86748,0.0,0.0,263.9075,69557.016,0.0,101300.0
2023-12-28 08:00:00,3.1000004,-0.99825007,170.20943,0.0,0.0,263.23166,69561.85,0.0,101300.0
2023-12-28 09:00:00,3.0044165,-0.71666664,166.51952,0.0,0.0,263.46167,69536.164,0.0,101300.0
2023-12-28 10:00:00,2.0296667,0.15950002,169.0794,0.0,0.0,264.71,69542.8,0.0,101300.0
2023-12-28 11:00:00,1.8387502,2.3220832,167.25966,0.0,0.0,265.25415,69546.12,0.0,101300.0
2023-12-28 12:00:00,0.6645834,0.6661666,172.95384,0.0,0.0,265.25833,69547.02,0.0,101300.0
2023-12-28 13:00:00,0.69250005,1.5690833,170.96184,0.0,0.0,265.01416,69618.41,0.0,101300.0
2023-12-28 14:00:00,0.648,1.1468333,174.15674,0.0,0.0,264.81583,69615.57,0.0,101300.0
2023-12-28 15:00:00,-0.14183335,-1.2490834,175.06758,0.0,0.0,264.91333,69578.52,42.667664,101300.0
2023-12-28 16:00:00,0.59700006,-1.4146667,175.35109,0.0,0.0,266.02835,69734.93,184.44194,101300.0
2023-12-28 17:00:00,1.75875,-1.2618333,175.01317,0.0,0.0,268.59415,69752.82,330.28552,101300.0
2023-12-28 18:00:00,3.0249166,-3.18,180.53383,0.0,0.0,271.49582,69700.984,440.86142,101300.0
2023-12-28 19:00:00,3.0340834,-4.306667,181.16882,0.0,0.0,272.40335,69693.71,502.29074,101300.0
2023-12-28 20:00:00,2.4010832,-5.2707505,180.03593,0.0,0.0,272.39334,69703.92,507.10226,101300.0
2023-12-28 21:00:00,2.4404166,-5.575667,181.76367,0.0,0.0,272.26498,69682.82,453.46585,101300.0
2023-12-28 22:00:00,1.9868335,-4.901833,181.276,0.0,0.0,272.01498,69690.92,325.92538,101300.0
2023-12-28 23:00:00,1.3934168,-4.2413335,182.37108,0.0,0.0,271.03082,69731.875,119.426,101300.0
2023-12-29 00:00:00,-0.941,-1.8214167,182.48775,0.0,0.0,267.76248,69742.77,0.0,101300.0
2023-12-29 01:00:00,0.88675,0.37325004,182.39934,0.0,0.0,267.39584,69794.49,0.0,101300.0
2023-12-29 02:00:00,1.1661667,1.2411667,183.7641,0.0,0.0,266.90085,69862.664,0.0,101300.0
2023-12-29 03:00:00,0.392,1.3574166,181.03816,0.0,0.0,266.8867,69831.2,0.0,101300.0
2023-12-29 04:00:00,0.25316668,0.24241666,175.97858,0.0,0.0,266.89334,69890.54,0.0,101300.0
2023-12-29 05:00:00,1.5656667,1.6994168,176.732,0.0,0.0,266.8342,69823.0,0.0,101300.0
2023-12-29 06:00:00,1.9204998,1.4614166,180.07817,0.0,0.0,266.57498,69842.836,0.0,101300.0
2023-12-29 07:00:00,1.8665832,1.265,179.45958,0.0,0.0,266.50168,69842.93,0.0,101300.0
2023-12-29 08:00:00,1.1995834,1.1778333,178.92809,0.0,0.0,266.61835,69888.73,0.0,101300.0
2023-12-29 09:00:00,1.8014168,1.3395,179.74701,0.0,0.0,266.25168,69892.695,0.0,101300.0
